post_text,time,likes,shares,comments,src,fake_status,last_word,finalized,words,avg_word_length,urgent_words,post_text_tokens,final_words,stop_words,marks,exclamation_marks,Cluster
"логично е партията на г-н пеевски /дпс/ да подкрепи борисов за президентските изори. те са както знаете ортаци в бизнеса и политиката. още повече г-н борисов е довереното лице на турския президент ердоган, който поздрави конференцията на дпс. но аз мисля, че избирателите на дпс са свободни български граждани. сигурно ще се замислят за какво отиват гласовете им. това каза президентът румен радев пред журналисти.",6/1/2021 12:08,2824,112,183,frognews.bg,0,журналисти.,True,65,5.384615385,0,"['логично', 'е', 'партията', 'на', 'г-н', 'пеевски', '/дпс/', 'да', 'подкрепи', 'борисов', 'за', 'президентските', 'изори', '.', 'те', 'са', 'както', 'знаете', 'ортаци', 'в', 'бизнеса', 'и', 'политиката', '.', 'още', 'повече', 'г-н', 'борисов', 'е', 'довереното', 'лице', 'на', 'турския', 'президент', 'ердоган', ',', 'който', 'поздрави', 'конференцията', 'на', 'дпс', '.', 'но', 'аз', 'мисля', ',', 'че', 'избирателите', 'на', 'дпс', 'са', 'свободни', 'български', 'граждани', '.', 'сигурно', 'ще', 'се', 'замислят', 'за', 'какво', 'отиват', 'гласовете', 'им', '.', 'това', 'каза', 'президентът', 'румен', 'радев', 'пред', 'журналисти', '.']","['логично', 'е', 'партията', 'на', 'гн', 'пеевски', 'дпс', 'да', 'подкрепи', 'борисов', 'за', 'президентските', 'изори', 'те', 'са', 'както', 'знаете', 'ортаци', 'в', 'бизнеса', 'и', 'политиката', 'още', 'повече', 'гн', 'борисов', 'е', 'довереното', 'лице', 'на', 'турския', 'президент', 'ердоган', 'който', 'поздрави', 'конференцията', 'на', 'дпс', 'но', 'аз', 'мисля', 'че', 'избирателите', 'на', 'дпс', 'са', 'свободни', 'български', 'граждани', 'сигурно', 'ще', 'се', 'замислят', 'за', 'какво', 'отиват', 'гласовете', 'им', 'това', 'каза', 'президентът', 'румен', 'радев', 'пред', 'журналисти']",28,10,0,0
борисов се готви за президент. такова опростачено управление не е имало от освобождението. това каза пред фрог нюз бившият депутат от герб и експредседател на комисията по досиетата методи андреев. ето какво още обясни той за сегашната политическа обстановка в страната:,5/1/2021 21:02,1673,201,157,frognews.bg,1,страната:,True,41,5.609756098,0,"['борисов', 'се', 'готви', 'за', 'президент', '.', 'такова', 'опростачено', 'управление', 'не', 'е', 'имало', 'от', 'освобождението', '.', 'това', 'каза', 'пред', 'фрог', 'нюз', 'бившият', 'депутат', 'от', 'герб', 'и', 'експредседател', 'на', 'комисията', 'по', 'досиетата', 'методи', 'андреев', '.', 'ето', 'какво', 'още', 'обясни', 'той', 'за', 'сегашната', 'политическа', 'обстановка', 'в', 'страната', ':']","['борисов', 'се', 'готви', 'за', 'президент', 'такова', 'опростачено', 'управление', 'не', 'е', 'имало', 'от', 'освобождението', 'това', 'каза', 'пред', 'фрог', 'нюз', 'бившият', 'депутат', 'от', 'герб', 'и', 'експредседател', 'на', 'комисията', 'по', 'досиетата', 'методи', 'андреев', 'ето', 'какво', 'още', 'обясни', 'той', 'за', 'сегашната', 'политическа', 'обстановка', 'в', 'страната']",18,4,0,0
"професор велислав минеков от „отровно трио” заяви, че се отказва да участва на предстоящите избори като кандидат за народен представител. и няма да се обвързва с политическа партия или гражданско сдружение.",5/1/2021 9:55,2430,86,207,frognews.bg,0,сдружение.,True,31,5.677419355,0,"['професор', 'велислав', 'минеков', 'от', '„', 'отровно', 'трио', '”', 'заяви', ',', 'че', 'се', 'отказва', 'да', 'участва', 'на', 'предстоящите', 'избори', 'като', 'кандидат', 'за', 'народен', 'представител', '.', 'и', 'няма', 'да', 'се', 'обвързва', 'с', 'политическа', 'партия', 'или', 'гражданско', 'сдружение', '.']","['професор', 'велислав', 'минеков', 'от', '', 'отровно', 'трио', '', 'заяви', 'че', 'се', 'отказва', 'да', 'участва', 'на', 'предстоящите', 'избори', 'като', 'кандидат', 'за', 'народен', 'представител', 'и', 'няма', 'да', 'се', 'обвързва', 'с', 'политическа', 'партия', 'или', 'гражданско', 'сдружение']",13,3,0,0
румен радев насрочи изборите,14-01-21 17:00,1056,73,443,Novini.bg,0,изборите,True,4,6.25,0,"['румен', 'радев', 'насрочи', 'изборите']","['румен', 'радев', 'насрочи', 'изборите']",0,0,0,0
"цветанов хвърли ""бомба"": имаше подмяна на вота, докато бях в герб",12/1/2021 19:30,1359,166,479,petel.bg,1,герб,True,11,5.0,1,"['цветанов', 'хвърли', '``', 'бомба', ""''"", ':', 'имаше', 'подмяна', 'на', 'вота', ',', 'докато', 'бях', 'в', 'герб']","['цветанов', 'хвърли', '', 'бомба', '', 'имаше', 'подмяна', 'на', 'вота', 'докато', 'бях', 'в', 'герб']",3,4,0,0
румен радев: броенето на гласовете трябва да се излъчва онлайн,9/1/2021 12:58,1751,59,221,petel.bg,0,онлайн,True,10,5.3,0,"['румен', 'радев', ':', 'броенето', 'на', 'гласовете', 'трябва', 'да', 'се', 'излъчва', 'онлайн']","['румен', 'радев', 'броенето', 'на', 'гласовете', 'трябва', 'да', 'се', 'излъчва', 'онлайн']",4,1,0,0
"тошко йорданов се появи пред президента с маска ""мутри вън!""",9/1/2021 11:11,1171,20,207,petel.bg,0,"вън!""",True,10,5.1,0,"['тошко', 'йорданов', 'се', 'появи', 'пред', 'президента', 'с', 'маска', '``', 'мутри', 'вън', '!', ""''""]","['тошко', 'йорданов', 'се', 'появи', 'пред', 'президента', 'с', 'маска', '', 'мутри', 'вън', '']",3,3,1,0
извънредно! акция в русе. има много арестувани полицаи. взимали са пари от,8/1/2021 12:06,681,76,166,petel.bg,1,от,False,12,5.25,1,"['извънредно', '!', 'акция', 'в', 'русе', '.', 'има', 'много', 'арестувани', 'полицаи', '.', 'взимали', 'са', 'пари', 'от']","['извънредно', 'акция', 'в', 'русе', 'има', 'много', 'арестувани', 'полицаи', 'взимали', 'са', 'пари', 'от']",5,3,1,0
президентът радев обяви: борисов и пеевски са ортаци. гласовете на дпс отиват за,6/1/2021 12:27,920,26,137,petel.bg,1,за,False,13,5.230769231,0,"['президентът', 'радев', 'обяви', ':', 'борисов', 'и', 'пеевски', 'са', 'ортаци', '.', 'гласовете', 'на', 'дпс', 'отиват', 'за']","['президентът', 'радев', 'обяви', 'борисов', 'и', 'пеевски', 'са', 'ортаци', 'гласовете', 'на', 'дпс', 'отиват', 'за']",4,2,0,0
"радан кънев: г-н борисов, 2020 г. беше провал. неадекватното ви поведение струва 15 хиляди живота за 2 месеца",4/1/2021 22:09,645,35,148,petel.bg,1,месеца,True,18,5.111111111,0,"['радан', 'кънев', ':', 'г-н', 'борисов', ',', '2020', 'г.', 'беше', 'провал', '.', 'неадекватното', 'ви', 'поведение', 'струва', '15', 'хиляди', 'живота', 'за', '2', 'месеца']","['радан', 'кънев', 'гн', 'борисов', '2020', 'г', 'беше', 'провал', 'неадекватното', 'ви', 'поведение', 'струва', '15', 'хиляди', 'живота', 'за', '2', 'месеца']",5,5,0,0
обявиха датата за връщане в клас. всички ученици обратно на училище от,4/1/2021 12:27,1563,234,206,petel.bg,0,от,False,12,4.916666667,0,"['обявиха', 'датата', 'за', 'връщане', 'в', 'клас', '.', 'всички', 'ученици', 'обратно', 'на', 'училище', 'от']","['обявиха', 'датата', 'за', 'връщане', 'в', 'клас', 'всички', 'ученици', 'обратно', 'на', 'училище', 'от']",5,1,0,0
идва люта зима. сняг над цяла българия и минус 20 градуса от,4/1/2021 9:22,2531,746,292,petel.bg,1,от,False,12,4.083333333,0,"['идва', 'люта', 'зима', '.', 'сняг', 'над', 'цяла', 'българия', 'и', 'минус', '20', 'градуса', 'от']","['идва', 'люта', 'зима', 'сняг', 'над', 'цяла', 'българия', 'и', 'минус', '20', 'градуса', 'от']",3,1,0,0
нов крупен обир. откраднаха 1 милион лева от къща в,3/1/2021 17:36,819,74,411,petel.bg,1,в,False,10,4.2,0,"['нов', 'крупен', 'обир', '.', 'откраднаха', '1', 'милион', 'лева', 'от', 'къща', 'в']","['нов', 'крупен', 'обир', 'откраднаха', '1', 'милион', 'лева', 'от', 'къща', 'в']",3,1,0,0
"голяма трагедия. шампион по гребане вдигна вила за 5 милиона лева, но почина без да поживее в нея",3/1/2021 15:20,686,98,179,petel.bg,1,нея,True,18,4.444444444,1,"['голяма', 'трагедия', '.', 'шампион', 'по', 'гребане', 'вдигна', 'вила', 'за', '5', 'милиона', 'лева', ',', 'но', 'почина', 'без', 'да', 'поживее', 'в', 'нея']","['голяма', 'трагедия', 'шампион', 'по', 'гребане', 'вдигна', 'вила', 'за', '5', 'милиона', 'лева', 'но', 'почина', 'без', 'да', 'поживее', 'в', 'нея']",7,2,0,0
"от днес минималната заплата се вдига с 40 лева, а най-ниските пенсии стават 300 лв.",1/1/2021 10:59,1942,320,354,petel.bg,0,лв.,True,15,4.6,0,"['от', 'днес', 'минималната', 'заплата', 'се', 'вдига', 'с', '40', 'лева', ',', 'а', 'най-ниските', 'пенсии', 'стават', '300', 'лв', '.']","['от', 'днес', 'минималната', 'заплата', 'се', 'вдига', 'с', '40', 'лева', 'а', 'найниските', 'пенсии', 'стават', '300', 'лв']",5,3,0,0
чудо на коледа. шумахер проходи,31-12-20 19:00,2322,54,136,petel.bg,1,проходи,True,5,5.4,0,"['чудо', 'на', 'коледа', '.', 'шумахер', 'проходи']","['чудо', 'на', 'коледа', 'шумахер', 'проходи']",1,1,0,0
"много тъжна вест! почина красивата гери гочева от ""огледала""",31-12-20 14:37,1334,58,822,petel.bg,1,"""огледала""",True,9,5.777777778,1,"['много', 'тъжна', 'вест', '!', 'почина', 'красивата', 'гери', 'гочева', 'от', '``', 'огледала', ""''""]","['много', 'тъжна', 'вест', 'почина', 'красивата', 'гери', 'гочева', 'от', '', 'огледала', '']",2,3,1,0
огромна трагедия! теле уби мъж на 42 години в свиленград. бутнало го е в,29-12-20 11:45,573,75,74,petel.bg,1,в,False,14,4.214285714,2,"['огромна', 'трагедия', '!', 'теле', 'уби', 'мъж', 'на', '42', 'години', 'в', 'свиленград', '.', 'бутнало', 'го', 'е', 'в']","['огромна', 'трагедия', 'теле', 'уби', 'мъж', 'на', '42', 'години', 'в', 'свиленград', 'бутнало', 'го', 'е', 'в']",6,2,1,0
мангъров часове след думите на борисов: няма да се ваксинирам,28-12-20 13:25,2196,109,321,petel.bg,0,ваксинирам,True,10,5.2,0,"['мангъров', 'часове', 'след', 'думите', 'на', 'борисов', ':', 'няма', 'да', 'се', 'ваксинирам']","['мангъров', 'часове', 'след', 'думите', 'на', 'борисов', 'няма', 'да', 'се', 'ваксинирам']",5,1,0,0
"вълчев: не сме във война, магазините са пълни, а вкъщи е топло",27-12-20 19:17,753,26,255,petel.bg,1,топло,True,12,4.25,0,"['вълчев', ':', 'не', 'сме', 'във', 'война', ',', 'магазините', 'са', 'пълни', ',', 'а', 'вкъщи', 'е', 'топло']","['вълчев', 'не', 'сме', 'във', 'война', 'магазините', 'са', 'пълни', 'а', 'вкъщи', 'е', 'топло']",6,3,0,0
фирмата собственик на бусовете за кренвирши: предоставяме ги безмъзмездно за транспорта на ваксините,26-12-20 20:13,767,44,324,petel.bg,0,ваксините,True,13,6.769230769,0,"['фирмата', 'собственик', 'на', 'бусовете', 'за', 'кренвирши', ':', 'предоставяме', 'ги', 'безмъзмездно', 'за', 'транспорта', 'на', 'ваксините']","['фирмата', 'собственик', 'на', 'бусовете', 'за', 'кренвирши', 'предоставяме', 'ги', 'безмъзмездно', 'за', 'транспорта', 'на', 'ваксините']",5,1,0,0
проливни дъждове тази нощ и в утрешния ден. на места ще обърне на сняг,26-12-20 16:42,621,35,25,petel.bg,0,сняг,True,14,4.071428571,0,"['проливни', 'дъждове', 'тази', 'нощ', 'и', 'в', 'утрешния', 'ден', '.', 'на', 'места', 'ще', 'обърне', 'на', 'сняг']","['проливни', 'дъждове', 'тази', 'нощ', 'и', 'в', 'утрешния', 'ден', 'на', 'места', 'ще', 'обърне', 'на', 'сняг']",7,1,0,0
ваксините пристигнаха с камион на фирма за кренвирши,26-12-20 15:37,1056,369,526,petel.bg,0,кренвирши,True,8,5.625,0,"['ваксините', 'пристигнаха', 'с', 'камион', 'на', 'фирма', 'за', 'кренвирши']","['ваксините', 'пристигнаха', 'с', 'камион', 'на', 'фирма', 'за', 'кренвирши']",3,0,0,0
"""шоуто на николаос цитиридис"" слиза от ефир",25-12-20 21:52,774,13,344,petel.bg,0,ефир,True,7,5.285714286,0,"['``', 'шоуто', 'на', 'николаос', 'цитиридис', ""''"", 'слиза', 'от', 'ефир']","['', 'шоуто', 'на', 'николаос', 'цитиридис', '', 'слиза', 'от', 'ефир']",2,2,0,0
бойко борисов: честито рождество христово,25-12-20 9:56,1286,14,315,petel.bg,0,христово,True,5,7.4,0,"['бойко', 'борисов', ':', 'честито', 'рождество', 'христово']","['бойко', 'борисов', 'честито', 'рождество', 'христово']",0,1,0,0
"проф. чорбанов: на този етап тези мерки няма да дадат резултат, само ще удължат агонията",24-11-20 8:04,1300,126,117,petel.bg,0,агонията,True,15,4.933333333,0,"['проф', '.', 'чорбанов', ':', 'на', 'този', 'етап', 'тези', 'мерки', 'няма', 'да', 'дадат', 'резултат', ',', 'само', 'ще', 'удължат', 'агонията']","['проф', 'чорбанов', 'на', 'този', 'етап', 'тези', 'мерки', 'няма', 'да', 'дадат', 'резултат', 'само', 'ще', 'удължат', 'агонията']",7,3,0,0
"не търсете лекар, ако имате температура. истинският тревожен симптом за ковид 19 е",5/11/2020 20:40,770,277,52,petel.bg,1,е,False,13,5.384615385,0,"['не', 'търсете', 'лекар', ',', 'ако', 'имате', 'температура', '.', 'истинският', 'тревожен', 'симптом', 'за', 'ковид', '19', 'е']","['не', 'търсете', 'лекар', 'ако', 'имате', 'температура', 'истинският', 'тревожен', 'симптом', 'за', 'ковид', '19', 'е']",4,2,0,0
след 6 месеца за пръв път журналистка от биволъ пита директно борисов: имате ли дете от борислава йовчева? той отговори,12/9/2020 14:05,1496,103,342,petel.bg,1,отговори,False,20,5.0,0,"['след', '6', 'месеца', 'за', 'пръв', 'път', 'журналистка', 'от', 'биволъ', 'пита', 'директно', 'борисов', ':', 'имате', 'ли', 'дете', 'от', 'борислава', 'йовчева', '?', 'той', 'отговори']","['след', '6', 'месеца', 'за', 'пръв', 'път', 'журналистка', 'от', 'биволъ', 'пита', 'директно', 'борисов', 'имате', 'ли', 'дете', 'от', 'борислава', 'йовчева', 'той', 'отговори']",6,2,0,0
"откриха мъртъв младият дарин край драгалевци. приятелката му написа, че е",7/9/2020 18:05,869,95,415,petel.bg,1,е,False,11,5.727272727,0,"['откриха', 'мъртъв', 'младият', 'дарин', 'край', 'драгалевци', '.', 'приятелката', 'му', 'написа', ',', 'че', 'е']","['откриха', 'мъртъв', 'младият', 'дарин', 'край', 'драгалевци', 'приятелката', 'му', 'написа', 'че', 'е']",3,2,0,0
роджър уотърс от пинк флойд пред btv: дошло е времето хората да излязат на улицата,6/9/2020 19:55,927,74,33,petel.bg,0,улицата,True,15,4.533333333,0,"['роджър', 'уотърс', 'от', 'пинк', 'флойд', 'пред', 'btv', ':', 'дошло', 'е', 'времето', 'хората', 'да', 'излязат', 'на', 'улицата']","['роджър', 'уотърс', 'от', 'пинк', 'флойд', 'пред', 'btv', 'дошло', 'е', 'времето', 'хората', 'да', 'излязат', 'на', 'улицата']",5,1,0,0
софия. раздават играчки от хиполенд на полицаите. още в https://petel.bg/m/index.php,4/9/2020 20:52,2117,139,327,petel.bg,1,https://petel.bg/m/index.php,True,10,7.5,0,"['софия', '.', 'раздават', 'играчки', 'от', 'хиполенд', 'на', 'полицаите', '.', 'още', 'в', 'https', ':', '//petel.bg/m/index.php']","['софия', 'раздават', 'играчки', 'от', 'хиполенд', 'на', 'полицаите', 'още', 'в', 'https', 'petelbgmindexphp']",4,5,0,0
пазите престъпници! скандират хиляди на площада. още в https://petel.bg/m/index.php,2/9/2020 23:03,554,39,107,petel.bg,0,https://petel.bg/m/index.php,True,9,8.333333333,0,"['пазите', 'престъпници', '!', 'скандират', 'хиляди', 'на', 'площада', '.', 'още', 'в', 'https', ':', '//petel.bg/m/index.php']","['пазите', 'престъпници', 'скандират', 'хиляди', 'на', 'площада', 'още', 'в', 'https', 'petelbgmindexphp']",4,5,1,0
нова атака на полицията в момента. бият хора заради бойко борисов. още в https://petel.bg/m/index.php,2/9/2020 22:55,854,316,410,petel.bg,1,https://petel.bg/m/index.php,True,14,6.285714286,0,"['нова', 'атака', 'на', 'полицията', 'в', 'момента', '.', 'бият', 'хора', 'заради', 'бойко', 'борисов', '.', 'още', 'в', 'https', ':', '//petel.bg/m/index.php']","['нова', 'атака', 'на', 'полицията', 'в', 'момента', 'бият', 'хора', 'заради', 'бойко', 'борисов', 'още', 'в', 'https', 'petelbgmindexphp']",7,5,0,0
на живо. протестът побеснява в този миг. живата верига се къса. още в https://petel.bg/m/index.php,2/9/2020 21:28,2169,158,600,petel.bg,1,https://petel.bg/m/index.php,True,14,6.071428571,0,"['на', 'живо', '.', 'протестът', 'побеснява', 'в', 'този', 'миг', '.', 'живата', 'верига', 'се', 'къса', '.', 'още', 'в', 'https', ':', '//petel.bg/m/index.php']","['на', 'живо', 'протестът', 'побеснява', 'в', 'този', 'миг', 'живата', 'верига', 'се', 'къса', 'още', 'в', 'https', 'petelbgmindexphp']",6,6,0,0
извънредно! ескалация в софия. летят бомби и предмети. още в https://petel.bg/m/index.php,2/9/2020 20:59,2223,181,590,petel.bg,1,https://petel.bg/m/index.php,True,11,7.181818182,1,"['извънредно', '!', 'ескалация', 'в', 'софия', '.', 'летят', 'бомби', 'и', 'предмети', '.', 'още', 'в', 'https', ':', '//petel.bg/m/index.php']","['извънредно', 'ескалация', 'в', 'софия', 'летят', 'бомби', 'и', 'предмети', 'още', 'в', 'https', 'petelbgmindexphp']",4,6,1,0
прииждат хора. опитват да изкарат депутатите през заден вход още в https://petel.bg/m/index.php,2/9/2020 11:36,963,67,130,petel.bg,0,https://petel.bg/m/index.php,True,12,7.0,0,"['прииждат', 'хора', '.', 'опитват', 'да', 'изкарат', 'депутатите', 'през', 'заден', 'вход', 'още', 'в', 'https', ':', '//petel.bg/m/index.php']","['прииждат', 'хора', 'опитват', 'да', 'изкарат', 'депутатите', 'през', 'заден', 'вход', 'още', 'в', 'https', 'petelbgmindexphp']",4,4,0,0
напрежението ескалира. полицията пръска с газ хората. още в https://petel.bg/m/index.php,2/9/2020 9:48,1640,219,501,petel.bg,0,https://petel.bg/m/index.php,True,10,7.9,0,"['напрежението', 'ескалира', '.', 'полицията', 'пръска', 'с', 'газ', 'хората', '.', 'още', 'в', 'https', ':', '//petel.bg/m/index.php']","['напрежението', 'ескалира', 'полицията', 'пръска', 'с', 'газ', 'хората', 'още', 'в', 'https', 'petelbgmindexphp']",3,5,0,0
на живо от софия. опитват да пробият кордона и да щурмуват народното събрание. още в https://petel.bg/m/index.php,2/9/2020 9:18,1041,25,160,petel.bg,0,https://petel.bg/m/index.php,True,16,6.125,0,"['на', 'живо', 'от', 'софия', '.', 'опитват', 'да', 'пробият', 'кордона', 'и', 'да', 'щурмуват', 'народното', 'събрание', '.', 'още', 'в', 'https', ':', '//petel.bg/m/index.php']","['на', 'живо', 'от', 'софия', 'опитват', 'да', 'пробият', 'кордона', 'и', 'да', 'щурмуват', 'народното', 'събрание', 'още', 'в', 'https', 'petelbgmindexphp']",7,5,0,0
на живо от протеста в софия. още в https://petel.bg/m/index.php,2/9/2020 8:34,1993,132,560,petel.bg,0,https://petel.bg/m/index.php,True,9,6.111111111,0,"['на', 'живо', 'от', 'протеста', 'в', 'софия', '.', 'още', 'в', 'https', ':', '//petel.bg/m/index.php']","['на', 'живо', 'от', 'протеста', 'в', 'софия', 'още', 'в', 'https', 'petelbgmindexphp']",5,4,0,0
"""europa today"": българия е като беларус, а ес се преструва, че не вижда",23-08-20 19:56,941,86,104,petel.bg,0,вижда,True,13,4.538461538,0,"['``', 'europa', 'today', ""''"", ':', 'българия', 'е', 'като', 'беларус', ',', 'а', 'ес', 'се', 'преструва', ',', 'че', 'не', 'вижда']","['', 'europa', 'today', '', 'българия', 'е', 'като', 'беларус', 'а', 'ес', 'се', 'преструва', 'че', 'не', 'вижда']",6,5,0,0
крум савов смая зрителите. журналистите му завидяха. заплатати ми в тв 7/8 при слави е,21-08-20 21:25,715,14,186,petel.bg,1,е,False,15,4.8,0,"['крум', 'савов', 'смая', 'зрителите', '.', 'журналистите', 'му', 'завидяха', '.', 'заплатати', 'ми', 'в', 'тв', '7/8', 'при', 'слави', 'е']","['крум', 'савов', 'смая', 'зрителите', 'журналистите', 'му', 'завидяха', 'заплатати', 'ми', 'в', 'тв', '78', 'при', 'слави', 'е']",5,2,0,0
почна се! българия е беларус! гдбоп и мвр нахлуха в дома на един от най-активните протестиращи,20-08-20 21:39,882,161,204,petel.bg,1,протестиращи,True,16,4.9375,0,"['почна', 'се', '!', 'българия', 'е', 'беларус', '!', 'гдбоп', 'и', 'мвр', 'нахлуха', 'в', 'дома', 'на', 'един', 'от', 'най-активните', 'протестиращи']","['почна', 'се', 'българия', 'е', 'беларус', 'гдбоп', 'и', 'мвр', 'нахлуха', 'в', 'дома', 'на', 'един', 'от', 'найактивните', 'протестиращи']",7,3,2,0
екшън във варна! президентът радев е тук. кметът на герб портних излезе при хората и те мощно го,17-08-20 19:12,1204,84,149,petel.bg,1,го,False,18,4.388888889,0,"['екшън', 'във', 'варна', '!', 'президентът', 'радев', 'е', 'тук', '.', 'кметът', 'на', 'герб', 'портних', 'излезе', 'при', 'хората', 'и', 'те', 'мощно', 'го']","['екшън', 'във', 'варна', 'президентът', 'радев', 'е', 'тук', 'кметът', 'на', 'герб', 'портних', 'излезе', 'при', 'хората', 'и', 'те', 'мощно', 'го']",8,2,1,0
адвокат сигнализира агенцията за закрила на детето заради снимката на борисов с внуците му. на снимката се вижда,14-08-20 22:35,1934,156,887,petel.bg,1,вижда,False,18,5.277777778,0,"['адвокат', 'сигнализира', 'агенцията', 'за', 'закрила', 'на', 'детето', 'заради', 'снимката', 'на', 'борисов', 'с', 'внуците', 'му', '.', 'на', 'снимката', 'се', 'вижда']","['адвокат', 'сигнализира', 'агенцията', 'за', 'закрила', 'на', 'детето', 'заради', 'снимката', 'на', 'борисов', 'с', 'внуците', 'му', 'на', 'снимката', 'се', 'вижда']",8,1,0,0
немска телевизия разкова борисов. изкараха зловещи неща. в българия има,13-08-20 18:17,2492,719,138,petel.bg,1,има,False,10,6.2,0,"['немска', 'телевизия', 'разкова', 'борисов', '.', 'изкараха', 'зловещи', 'неща', '.', 'в', 'българия', 'има']","['немска', 'телевизия', 'разкова', 'борисов', 'изкараха', 'зловещи', 'неща', 'в', 'българия', 'има']",2,2,0,0
"учените от бан: оставка!българия изчезва, с най-кратък живот сме и най-висока смъртност заради корупция и феодално олигархични зависимости!",11/8/2020 22:10,1981,261,201,petel.bg,1,зависимости!,True,18,6.777777778,0,"['учените', 'от', 'бан', ':', 'оставка', '!', 'българия', 'изчезва', ',', 'с', 'най-кратък', 'живот', 'сме', 'и', 'най-висока', 'смъртност', 'заради', 'корупция', 'и', 'феодално', 'олигархични', 'зависимости', '!']","['учените', 'от', 'бан', 'оставка', 'българия', 'изчезва', 'с', 'найкратък', 'живот', 'сме', 'и', 'найвисока', 'смъртност', 'заради', 'корупция', 'и', 'феодално', 'олигархични', 'зависимости']",7,6,2,0
блокада в софия,8/8/2020 3:56,1189,84,149,petel.bg,0,софия,True,3,4.333333333,0,"['блокада', 'в', 'софия']","['блокада', 'в', 'софия']",1,0,0,0
мвр в акция срещу невъоръжени протестиращи,8/8/2020 3:21,1031,346,167,petel.bg,0,протестиращи,True,6,6.166666667,0,"['мвр', 'в', 'акция', 'срещу', 'невъоръжени', 'протестиращи']","['мвр', 'в', 'акция', 'срещу', 'невъоръжени', 'протестиращи']",2,0,0,0
протестът отново е пред мс. още в https://petel.bg/m/index.php?action=view&id=376587&opinion=,7/8/2020 22:18,2197,71,475,petel.bg,0,https://petel.bg/m/index.php?action=view&id=376587&opinion=,True,8,10.75,0,"['протестът', 'отново', 'е', 'пред', 'мс', '.', 'още', 'в', 'https', ':', '//petel.bg/m/index.php', '?', 'action=view', '&', 'id=376587', '&', 'opinion=']","['протестът', 'отново', 'е', 'пред', 'мс', 'още', 'в', 'https', 'petelbgmindexphp', 'actionview', '', 'id376587', '', 'opinion']",5,5,0,0
"""отровното трио"" призова: довечера в 20 часа пред мс масов протест. свободата не ще каскет, свободата иска караджата.",7/8/2020 13:14,2340,147,325,petel.bg,0,караджата.,True,18,5.555555556,0,"['``', 'отровното', 'трио', ""''"", 'призова', ':', 'довечера', 'в', '20', 'часа', 'пред', 'мс', 'масов', 'протест', '.', 'свободата', 'не', 'ще', 'каскет', ',', 'свободата', 'иска', 'караджата', '.']","['', 'отровното', 'трио', '', 'призова', 'довечера', 'в', '20', 'часа', 'пред', 'мс', 'масов', 'протест', 'свободата', 'не', 'ще', 'каскет', 'свободата', 'иска', 'караджата']",6,6,0,0
балабанов: много от протестиращите тук се надяват борисов да постъпи разумно и утре да подаде оставка,4/8/2020 21:27,1171,52,175,petel.bg,0,оставка,True,16,5.375,0,"['балабанов', ':', 'много', 'от', 'протестиращите', 'тук', 'се', 'надяват', 'борисов', 'да', 'постъпи', 'разумно', 'и', 'утре', 'да', 'подаде', 'оставка']","['балабанов', 'много', 'от', 'протестиращите', 'тук', 'се', 'надяват', 'борисов', 'да', 'постъпи', 'разумно', 'и', 'утре', 'да', 'подаде', 'оставка']",8,1,0,0
